name,price,formatted_price,currency,material,colour,image_url,product_url,category,in_stock,availability,description,sku
Scandinavian Fabric Sofa,28500,"₹28,500",INR,Wood,Light grey,https://quillovan.com/images/scandinavian-fabric-sofa-1.jpg,https://quillovan.com/product/scandinavian-fabric-sofa,Sofas,TRUE,In stock,Minimalist three-seater sofa featuring light grey textured fabric and a light wood frame.,p407
Traditional Camelback Sofa,54400,"₹54,400",INR,,,https://quillovan.com/images/traditional-camelback-sofa-1.jpg,https://quillovan.com/product/traditional-camelback-sofa,Sofas,TRUE,In stock,Formal camelback sofa with elegant curved back and damask patterned upholstery.,p420
Tufted Linen Chesterfield Sofa,38500,"₹38,500",INR,Linen,,https://quillovan.com/images/tufted-linen-chesterfield-sofa-1.jpg,https://quillovan.com/product/tufted-linen-chesterfield-sofa,Sofas,TRUE,In stock,Elegant linen upholstered Chesterfield sofa with classic deep button tufting and rolled arms.,p408
Vintage Leather Settee,52700,"₹52,700",INR,Leather,Tan,https://quillovan.com/images/vintage-leather-settee-1.jpg,https://quillovan.com/product/vintage-leather-settee,Sofas,TRUE,In stock,Antique-style two-seater settee in distressed tan leather with solid mahogany trim.,p410
Antique Walnut Trestle Dining Table,36050,"₹36,050",INR,Walnut,,https://quillovan.com/images/antique-walnut-trestle-dining-table-1.jpg,https://quillovan.com/product/antique-walnut-trestle-dining-table,Tables,TRUE,In stock,Classic refectory style dining table crafted from solid dark walnut with heirloom trestle legs.,p104
Artistic Sculpted Wood Triangular Coffee Table,32550,"₹32,550",INR,Solid wood,,https://quillovan.com/images/artistic-sculpted-wood-triangular-coffee-table-1.jpg,https://quillovan.com/product/artistic-sculpted-wood-triangular-coffee-table,Tables,TRUE,In stock,Mid-century minimalist triangular coffee table with organic curved solid wood legs and beveled edge.,p107
Bamboo Drop-Leaf Folding Utility Table,19950,"₹19,950",INR,Bamboo,,https://quillovan.com/images/bamboo-drop-leaf-folding-utility-table-1.jpg,https://quillovan.com/product/bamboo-drop-leaf-folding-utility-table,Tables,TRUE,In stock,Space-saving solid natural bamboo fold-away bistro dining table with dual drop leaves.,p108
Brass Frame Tempered Glass Console Table,26250,"₹26,250",INR,Tempered glass,,https://quillovan.com/images/brass-frame-tempered-glass-console-table-1.jpg,https://quillovan.com/product/brass-frame-tempered-glass-console-table,Tables,TRUE,In stock,Glamorous living room entryway console featuring polished warm brass geometric legs and thick beveled glass surface.,p114
Bronze & Glass Set of Nesting Tables,24500,"₹24,500",INR,Glass,,https://quillovan.com/images/bronze-glass-set-of-nesting-tables-1.jpg,https://quillovan.com/product/bronze-glass-set-of-nesting-tables,Tables,TRUE,In stock,Space-efficient duo of living room nesting end tables featuring antique bronze frames and floating glass tops.,p115
Bronze Metal Top C-Shape Couch Table,28000,"₹28,000",INR,Bronze,,https://quillovan.com/images/bronze-metal-top-c-shape-couch-table-1.jpg,https://quillovan.com/product/bronze-metal-top-c-shape-couch-table,Tables,TRUE,In stock,Ergonomic slide-under C-shape sofa end table with burnished bronze top for working or casual dining.,p116
Classic Black Wood Nightstand End Table,18550,"₹18,550",INR,Wood,Black,https://quillovan.com/images/classic-black-wood-nightstand-end-table-1.jpg,https://quillovan.com/product/classic-black-wood-nightstand-end-table,Tables,TRUE,In stock,Versatile bedside nightstand and end table finished in smooth satin black with upper drawer storage.,p112
Classic White Console Hallway Table,39200,"₹39,200",INR,,White,https://quillovan.com/images/classic-white-console-hallway-table-1.jpg,https://quillovan.com/product/classic-white-console-hallway-table,Tables,TRUE,In stock,Timeless entryway hall table finished in clean eggshell white complete with storage drawer and display shelf.,p119
Coastal White Console Table with Baskets,24850,"₹24,850",INR,Wood,White,https://quillovan.com/images/coastal-white-console-table-with-baskets-1.jpg,https://quillovan.com/product/coastal-white-console-table-with-baskets,Tables,TRUE,In stock,Breezy coastal style wooden sideboard console table equipped with integrated woven storage baskets.,p120
Dark Cherry Solid Wood Dining Table,26950,"₹26,950",INR,Cherry,,https://quillovan.com/images/dark-cherry-solid-wood-dining-table-1.jpg,https://quillovan.com/product/dark-cherry-solid-wood-dining-table,Tables,TRUE,In stock,Formal dining room table designed with solid dark cherry timber and elegantly tapered hardwood legs.,p122
Distressed White Round Farmhouse Table,13300,"₹13,300",INR,Wood,White,https://quillovan.com/images/distressed-white-round-farmhouse-table-1.jpg,https://quillovan.com/product/distressed-white-round-farmhouse-table,Tables,TRUE,In stock,Charming vintage distressed white wood round bistro table featuring an authentic carved pedestal column.,p123
Distressed White Three-Tier Console Sideboard,39900,"₹39,900",INR,Timber,White,https://quillovan.com/images/distressed-white-three-tier-console-sideboard-1.jpg,https://quillovan.com/product/distressed-white-three-tier-console-sideboard,Tables,TRUE,In stock,Spacious rustic three-tier open shelf storage console table finished in weathered white timber.,p124
Distressed Wood Lift-Top Storage Coffee Table,30800,"₹30,800",INR,Wood,,https://quillovan.com/images/distressed-wood-lift-top-storage-coffee-table-1.jpg,https://quillovan.com/product/distressed-wood-lift-top-storage-coffee-table,Tables,TRUE,In stock,Multi-functional living room coffee table with spring-loaded elevating desktop and concealed interior storage.,p125
Glass Top End Table with Sculptural Wood Base,26250,"₹26,250",INR,Glass,,https://quillovan.com/images/glass-top-end-table-with-sculptural-wood-base-1.jpg,https://quillovan.com/product/glass-top-end-table-with-sculptural-wood-base,Tables,TRUE,In stock,Artful round accent side table featuring transparent glass resting on intersecting natural solid oak support beams.,p128
Glossy White Lacquer Chrome Coffee Table,35350,"₹35,350",INR,Chrome,White,https://quillovan.com/images/glossy-white-lacquer-chrome-coffee-table-1.jpg,https://quillovan.com/product/glossy-white-lacquer-chrome-coffee-table,Tables,TRUE,In stock,Ultra-modern ultra-gloss white lacquer coffee table supported by a shining geometric polished chrome framework.,p129
Gold Arrow-Leg Round Glass End Table,11550,"₹11,550",INR,Glass,,https://quillovan.com/images/gold-arrow-leg-round-glass-end-table-1.jpg,https://quillovan.com/product/gold-arrow-leg-round-glass-end-table,Tables,TRUE,In stock,Chic circular accent table featuring striking arrow-styled gold metallic tripod legs supporting a round glass surface.,p130
Gold Framed Glass Bedside Bar Table,22400,"₹22,400",INR,Glass,,https://quillovan.com/images/gold-framed-glass-bedside-bar-table-1.jpg,https://quillovan.com/product/gold-framed-glass-bedside-bar-table,Tables,TRUE,In stock,Multi-use tiered nightstand and home cocktail trolley table with shimmering brushed gold steel edging.,p131
Granite Top Bar-Height Bistro Dining Table,16800,"₹16,800",INR,Granite,,https://quillovan.com/images/granite-top-bar-height-bistro-dining-table-1.jpg,https://quillovan.com/product/granite-top-bar-height-bistro-dining-table,Tables,TRUE,In stock,Heavy-duty elevated dining counter table featuring a solid polished natural granite top and rustic timber pedestal.,p132
Industrial Black Metal X-Frame Console,29750,"₹29,750",INR,Metal,Black,https://quillovan.com/images/industrial-black-metal-x-frame-console-1.jpg,https://quillovan.com/product/industrial-black-metal-x-frame-console,Tables,TRUE,In stock,Urban industrial style console hall table built with reinforced black metal X-side framing and double shelves.,p111
Modern Concrete Block Pedestal Coffee Table,22050,"₹22,050",INR,Concrete,Grey,https://quillovan.com/images/modern-concrete-block-pedestal-coffee-table-1.jpg,https://quillovan.com/product/modern-concrete-block-pedestal-coffee-table,Tables,TRUE,In stock,Bold architectural living room center table crafted from textured stone grey lightweight architectural concrete.,p121
Modern Glass & Chrome Coffee Table,10850,"₹10,850",INR,Tempered glass,,https://quillovan.com/images/modern-glass-chrome-coffee-table-1.jpg,https://quillovan.com/product/modern-glass-chrome-coffee-table,Tables,TRUE,In stock,Contemporary rectangular living room coffee table combining high-clarity floating tempered glass and silver stainless steel legs.,p127
Portable Folding Bamboo TV Snack Table,14350,"₹14,350",INR,Bamboo,,https://quillovan.com/images/portable-folding-bamboo-tv-snack-table-1.jpg,https://quillovan.com/product/portable-folding-bamboo-tv-snack-table,Tables,TRUE,In stock,Convenient lightweight folding personal snack table crafted from eco-friendly solid bamboo with quick-fold stand.,p126
Rustic Wood Trestle Dining Table,30800,"₹30,800",INR,Hardwood,,https://quillovan.com/images/rustic-wood-trestle-dining-table-1.jpg,https://quillovan.com/product/rustic-wood-trestle-dining-table,Tables,TRUE,In stock,Distressed hardwood farmhouse dining table featuring dual trestle base structural supports.,p106
Traditional Cherry Wood Trestle Side Table,12950,"₹12,950",INR,Cherry,,https://quillovan.com/images/traditional-cherry-wood-trestle-side-table-1.jpg,https://quillovan.com/product/traditional-cherry-wood-trestle-side-table,Tables,TRUE,In stock,Warm cherry wood living room accent end table supported by a robust crossbeam trestle base.,p117
